Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
Waku Ghin,ChIJeeuv1AUZ2jEROtmhPHnPYQ4,"The Shoppes at Marina Bay Sands, Level 2 Dining, L2-03, 10 Bayfront Avenue, 018956, Singapore",Singapore,Central,4,Japanese,103.8598,1.283175,6688 8507,https://guide.michelin.com/en/singapore-region/singapore/restaurant/waku-ghin,https://www.marinabaysands.com/restaurants/waku-ghin.html,1 Star,"Dine-in,Takeaway,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","The contemporary room is divided into three sections: a counter with seats, private rooms and the chef’s table. To stay close to the action, opt for the latter. Dinner features one sitting only with a choice between traditional and seasonal menus. Ingredients are of high quality and the food is nicely crafted. In addition to typical Japanese fare, some dishes are underscored by Western techniques with a pronounced Italian accent at times.",B,1,19,4.37,good,0.7133,excellent,0.8635,good,0.8703,3.68,4.26,3.89
Wakuda,ChIJNQFdlZwZ2jERG1o6IeA2yTc,"Marina Bay Sands Hotel, Tower 2, Lobby, 10 Bayfront Avenue, 018972, Singapore",Singapore,Central,3,Japanese,103.8606805,1.283879,6688 8885,https://guide.michelin.com/en/singapore-region/singapore/restaurant/wakuda,https://www.marinabaysands.com/restaurants/wakuda-singapore.html,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This more accessible spinoff of its upscale sister Waku Ghin is the brainchild of the eponymous chef Tetsuya Wakuda. All rooms feature the traditional Japanese craft of wood joinery prominently, alongside soft lighting, tan leather chairs and banquettes. The menu offers an array of modern Japanese classics made with quality ingredients sourced globally. Adding original cocktails and a buzzy vibe to the equation, Wakuda guarantees a fun night out.",A,0,27,4.33,good,0.7267,excellent,0.8055,good,0.8963,3.7,4.63,4.0
Whampoa Soya Bean & Grass Jelly Drinks,ChIJTWkmDSMZ2jERngDPKiksWLE,"Whampoa Makan Place, #01-52, 90/91 Whampoa Drive 91, 320091, Singapore",Singapore,Central,1,Street Food,103.8551585,1.3228091,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/whampoa-soya-bean-grass-jelly-drinks,https://maps.app.goo.gl/nPNdLiyQAvtR6BsEA,Selected Restaurants,"Takeaway,Outdoor seating,Cash only,Wheelchair accessible","Tofu pudding is freshly made on the spot – just add toppings such as grass jelly, red beans or lotus seeds. Or try their drinkable versions, in which the soybean flavour is complemented by the velvety texture of a smoothie.",A,0,29,2.97,poor,0.6565,good,0.5227,good,0.63,2.9,2.86,3.28
Whitegrass,ChIJkZFsaaQZ2jERNwIpeScG3vM,"Chijmes, #01-26/27, 30 Victoria Street, 187996, Singapore",Singapore,Central,3,French,103.8519798,1.2955388,6837 0402,https://guide.michelin.com/en/singapore-region/singapore/restaurant/whitegrass,https://www.whitegrass.com.sg,1 Star,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Chef Takuya Yamashita’s style is to use French techniques to bring out the best of the mostly Japanese ingredients. The resulting tasting menus are inventive and intriguing and feature delicate and attractive dishes, such as Hokkaido scallop with Mont D’Or, and Miyazaki Wagyu with cognac sauce. The graceful restaurant is housed within a historic converted convent and is divided into two rooms, one of which allows diners to see into the kitchen.",A,0,29,4.52,good,0.6215,excellent,0.7599,good,0.9421,3.72,4.55,4.1
Whole Earth,ChIJ01wV1WwZ2jERSk88-PrWNFE,"76 Peck Seah Street, 079331, Singapore",Singapore,Central,2,Vegetarian,103.8446935,1.2772625,6221 6583,https://guide.michelin.com/en/singapore-region/singapore/restaurant/whole-earth,https://www.wholeearth.com.sg,Bib Gourmand,"Dine-in,Takeaway,Reservations,Credit cards,NFC payments,Wheelchair accessible","‘Vegetarian cuisine for non-vegetarians’ is how the team describes their longstanding Thai and Peranakan restaurant. Meat-like textures and flavours are achieved by clever preparations of soy product and tofu. The tangy, crispy mango tamarind tofu roll is jazzed up with Penang rendang, herbs and spices, while the mushrooms deliver a texture that is almost indistinguishable from meat. The cosy interior is simple and bright. Portions big enough to share.",A,0,26,4.73,good,0.7555,excellent,0.5767,good,0.861,3.58,4.42,3.96
Willow,ChIJ_-Z13O8Z2jERMGjkmo2o31c,"39 HongKong Street, 059678, Singapore",Singapore,Central,3,Asian,103.8473514,1.2874604,8843 4066,https://guide.michelin.com/en/singapore-region/singapore/restaurant/willow,https://www.willowrestaurant.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","After working in some prestigious kitchens, Chef Nicolas Tam makes his debut with this intimate, understated and well-run restaurant. His solid French techniques come through in his pan-Asian tasting menu featuring mostly Japanese ingredients, sporting refinement, precision and balance. Served and introduced by the chefs themselves, the courses flow seamlessly and build upon each other. Counter seats overlooking the kitchen are the ones to go for.",A,0,30,5.0,good,0.7767,excellent,0.9036,good,0.9936,4.07,4.83,4.17
Wok Hei Hor Fun,ChIJQ7E9UFAb2jERTJvZspIkZNo,"Redhill Market, #01-94, 85 Redhill Lane, 150085, Singapore",Singapore,Central,1,Street Food,103.8183527,1.2874024,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/wok-hei-hor-fun,https://maps.app.goo.gl/Xykaps21YUg8WB3d7,Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","For over 30 years, locals have been coming here for the fried hor fun (flat rice noodles) – laden with wok hei, nicely charred and in a sauce that clings to the noodles. Choose from beef, fish or assorted toppings, and don't miss the cracklings.",A,0,27,3.81,good,0.6026,good,0.3794,good,0.8756,3.15,3.74,3.67
Xing Yun Hainanese Boneless Chicken Rice,ChIJfx17mB8Q2jERpgLBPzcL6Kg,"Yuhua Market & Hawker Centre, #01-202, Blk 347, Jurong East Avenue 1, Jurong East, 600347, Singapore",Singapore,West,1,Street Food,103.7313252,1.3452585,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/xing-yun-hainanese-boneless-chicken-rice,https://maps.app.goo.gl/UjkQe58Vfif5YaDd8,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Its signature Hainanese boneless chicken rice is garnished with pineapple, tomato and cucumber. Dip the juicy, silky chicken in the briny-sweet chilli and ginger sauce before savouring it with the aromatic rice.",B,1,26,3.46,good,0.7748,excellent,0.4533,good,0.8067,3.12,3.65,3.69
Yan Ting,ChIJb9RocosZ2jERzYkzsNVyukk,"The St. Regis Hotel, Level 1U, 29 Tanglin Road, 247911, Singapore",Singapore,Central,2,Chinese,103.8259,1.305914,6506 6887,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yan-ting,https://www.yantingrestaurant.com,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible","Since the name translates as ‘Banquet Court’, it's no surprise to find a very comfortable space, ideal for impressing visitors and friends. The head chef has extensive experience when it comes to traditional dishes, especially Cantonese barbecue and double-boiled soups. Try his crispy roast pork belly for the ultimate indulgence. He's also an expert at preparing live fish – choose from 11 cooking styles. At lunch, don't miss his Hong Kong-style dim sum.",A,0,28,4.25,good,0.7132,excellent,0.7697,good,0.92,3.54,4.11,3.61
Ye Tang,ChIJOeLhrOcR2jERpSwgo1epBhE,"Beauty World Food Centre #04-26, 144 Upper Bukit Timah Road, 588177, Singapore",Singapore,Central,1,Street Food,103.776255,1.3424073,9099 2289,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ye-tang,https://maps.app.goo.gl/tX544k1rC5w5nTHa6,Selected Restaurants,"Dine-in,Takeaway","The owner learned to make cendol in Malacca, and his rice flour jelly worms – made on the spot – are softer than most. On top of the classic cendol shaved ice, add red kidney beans, palm seeds, corn kernels or durian.",B,1,26,4.23,good,0.693,excellent,0.5712,good,0.9031,3.69,4.42,3.77
Yhingthai Palace,ChIJ0Wkqc6UZ2jERR2TNmJUTcFQ,"#01-04, 36 Purvis Street, 188613, Singapore",Singapore,Central,2,Thai,103.85497,1.29648,6337 1161,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yhingthai-palace,https://www.yhingthai.com.sg,Bib Gourmand,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","Founded in the 1990s by a couple with a passion for Thai cuisine, this restaurant is spread over three colourful Thai-style rooms. Added authenticity comes courtesy of the helpful waitresses in traditional dress. The Thai and Thai-Chinese dishes are prepared with fresh ingredients sourced daily. Start your meal with som tom: papaya salad with dried shrimps and peanuts. Consider ordering the set if you find the lengthy à la carte menu hard to navigate.",B,1,25,4.28,good,0.5935,excellent,0.6559,good,0.9526,3.72,4.36,3.96
Yi By Jereme Leung,ChIJTzm-susZ2jERdQbUkgwT1pY,"Raffles Arcade, #03-02, 328 North Bridge Road, 188719, Singapore",Singapore,Central,2,Chinese,103.8540095,1.295585,6412 1331,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yi-by-jereme-leung,https://www.yi-restaurant.com.sg,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,Wheelchair accessible","The chef honed his remarkable skills while working in China for many years. He returned to Singapore and opened Yi – the Chinese word for art and craftsmanship, hence the fancy dining room adorned in exquisite paper art and the food that reflects eclectic influences from all over China. Steamed free range chicken in herbal broth impresses by its umami and mild herbal aftertaste. Also check out the seasonal menu bursting with creative twists.",A,0,27,4.89,good,0.6962,excellent,0.8697,good,0.9383,4.15,4.74,4.07
Yi Pin Wei Braised Duck Kway Chap,ChIJmafYbQA92jER-r2B05d4shE,"Tampines Round Market & Food Centre, #01-40, 137 Tampines Street 11, 521137, Singapore",Singapore,East,1,Street Food,103.944715,1.3454935,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yi-pin-wei-braised-duck%EF%BC%8Ekway-chap,https://maps.app.goo.gl/Jd823gzPpuF1nspf6,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","In addition to their signature braised duck, they also serve pork trotter and chitterlings. The kway chap set menu enables you to sample different cuts all at once in a mild herbal broth. The stall also features rice dishes and kway teow.",A,0,13,3.77,good,0.8984,good,0.6983,good,0.8984,3.62,4.08,3.85
Yong Chun Wan Ton Noodle,ChIJsdivQzgZ2jERE_a4NkmY9zk,"115 Bukit Merah View Market & Hawker Centre, #01-56, Blk 115 Bukit Merah View, 151115, Singapore",Singapore,Central,1,Street Food,103.82203,1.285599,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yong-chun-wan-ton-noodle,https://maps.app.goo.gl/LqUuTw3kKZnjRjJ66,Bib Gourmand,"Dine-in,Takeaway,NFC payments,Wheelchair accessible",The owner has his springy eggy noodles tailor-made. They are best enjoyed in its “dry” form – blanched and dressed in a savoury sweet sauce. Wonton with minced pork is fresh and firm.,B,1,24,4.12,good,0.621,good,0.3876,good,0.8664,3.42,4.12,3.75
Yong Fu,ChIJI0-nRFsZ2jERPykku9hJOMw,"Suntec City Mall, Tower 5, #01-444, 3 Temasek Boulevard, 038983, Singapore",Singapore,Central,4,Chinese,103.8576472,1.2951461,8900 8046,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yong-fu-1218314,https://yongfusg.com/,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible","The first overseas outpost of the Shanghainese F&B brand opened in Singapore in 2024. The menu predominantly features quality live seafood from Zhejiang, prepared in authentic Ningbo style. ‘Ningbo 18 cuts’ is raw crab marinated in spiced soy; each piece brims with orange roe that tastes gooey and buttery. Save room for Ningbo sticky rice balls filled with runny black sesame paste that are made to order. Tastefully appointed interior.",B,1,21,4.14,good,0.6785,excellent,0.6837,good,0.7444,3.62,4.19,4.24
Yong Kee Claypot Bak Kut Teh,ChIJDY1zC_sP2jERiJ6AKTVsoI4,"Taman Jurong Market & Food Centre, #02-78, 3 Yung Sheng Road, Jurong West, 618499, Singapore",Singapore,West,1,Street Food,103.7214706,1.3345193,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yong-kee-claypot-bak-kut-teh,https://maps.app.goo.gl/ZyZdZ47qn9VCJY3E6,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Pork rib soup is served in a claypot alongside other condiments, such as peppercorns. The Chinese herbal version strikes a fine balance, with distinctive yet not overpowering herbal flavours. Other claypot soups are also available.",B,1,22,3.91,good,0.7914,good,0.4621,good,0.8811,3.64,3.77,3.82
Yong Xiang Xing Tou Fu,ChIJvVcekHQZ2jERRKouRhKV65I,"People's Park Complex Food Centre, #01-1084, 32 New Market Road, 050032, Singapore",Singapore,Central,1,Street Food,103.8425425,1.2851661,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yong-xiang-xing-tou-fu,https://maps.app.goo.gl/5KwBytu6BM2KecHGA,Selected Restaurants,"Dine-in,Takeaway,Delivery,Cash only","There is only one thing on the menu – assorted tofu stew. Fish balls, tofu skin rolls, silken tofu and deep-fried tofu stuffed with minced fish are ladled into your bowl alongside a clear broth seasoned by scallion. Simply delicious.",B,1,29,4.1,good,0.7475,excellent,0.509,good,0.8147,3.34,3.69,3.52
Yummy Sarawak Kolo Mee,ChIJkU2-KxY92jER0shpQ-47usg,"Tampines Round Market & Food Centre, #01-45, 137 Tampines Street 11, 521137, Singapore",Singapore,East,1,Street Food,103.9447526,1.345531,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/yummy-sarawak-kolo-mee,https://maps.app.goo.gl/RF6moqnNHcgfvySW8,Selected Restaurants,"Dine-in,Takeaway,Delivery","The signature kolo mee set menu is a tour de force starring everything the stall has to offer – braised spareribs, wontons, char siew and curly, bouncy kolo noodles dressed in lard and shallot oil. Ipoh hor fun is also available.",A,0,29,2.72,good,0.6435,poor,0.4263,good,0.7929,3.03,3.17,3.34
Zai Shun Curry Fish Head,ChIJ-5gkAhkQ2jERAmfo3GmdfTo,"#01-205, 253 Jurong East Steet 24, 600253, Singapore",Singapore,West,1,Street Food,103.73722,1.343888,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zai-shun-curry-fish-head,https://maps.app.goo.gl/WTyW24x7X85E78xo7,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,NFC payments,Wheelchair accessible","The fish head curry boasts velvety flesh loaded with umami and is hot and spicy, perfect with steamed rice. Besides its eponymous dish, other equally stunning fish dishes and stir-fries are also available.",B,1,26,4.27,good,0.7134,excellent,0.5487,good,0.8627,3.54,4.15,3.85
Zen,ChIJpxlhJpkZ2jER7gzIjfgz8co,"41 Bukit Pasoh Road, 089855, Singapore",Singapore,Central,4,Fine Dining,103.84042,1.2796271,9236 6368,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zen,https://www.restaurantzen.com,3 Stars,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The celebrity chef of Frantzén fame has opened his third Asian venture in this shophouse. Diners are offered an aperitif and amuse-bouche on the first floor, before the eight-course neo-Nordic, seafood-slanted tasting menu with Japanese influences unfolds on the second floor. The onion course is a tour de force whose flavours are intensified by contrasting textures and temperatures. The non-alcoholic drink pairing sees eccentric combos that nonetheless work.",A,0,28,4.5,good,0.6176,excellent,0.7771,good,0.8979,3.86,4.57,3.89
Zhang Ji Shanghai La Mian Xiao Long Bao,ChIJoQoMd8wb2jERO1NL_s7cOVg,"Alexandra Village Food Centre, #01-56, Blk 120 Bukit Merah Lane 1, 150120, Singapore",Singapore,Central,1,Street Food,103.8042849,1.2859524,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zhang-ji-shanghai-la-mian-xiao-long-bao,https://maps.app.goo.gl/tW1QqDrcY4HmRMnF6,Selected Restaurants,"Takeaway,Delivery","Besides xiao long bao, this busy stall offers an array of Shanghainese food, such as pan fried dumplings, sour and spicy soup. Their pork and chives potstickers are filled to the brim and nicely browned on the bottom.",A,0,25,4.64,good,0.6709,excellent,0.6006,good,0.9424,3.88,4.76,4.04
